Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,City,Product_Category,Product_Name,Quantity,Unit_Price,Discount (%),Payment_Mode,Channel,Delivery_Days,Return_Status,Rating,Total_Sales,Cost_Price,Profit
O-1161,2024-01-17,C-287,Arun,Female,Bangalore,Sports,Tennis Racket,3,915,15,UPI,Instagram,4,Yes,4,2333.25,1541.8977823076766,791.3522176923234
O-1162,2024-04-30,C-203,Deepa,Female,Kolkata,Electronics,Shoes,2,2367,5,Credit Card,Instagram,6,Yes,4,4497.3,3423.197371769654,1074.102628230346
O-1163,2024-04-01,C-264,Deepa,Female,Mumbai,Home,T-shirt,5,709,5,UPI,Mobile App,1,No,5,3367.75,2727.4574822980694,640.2925177019306
O-1164,2025-06-14,C-106,Arun,Female,Bangalore,Beauty,Mixer,3,1397,15,COD,Amazon,1,Yes,2,3562.35,3032.5805319698393,529.7694680301606
O-1165,2025-07-24,C-53,Priya,Female,Hyderabad,Electronics,Novel,2,1388,0,Net Banking,Flipkart,5,No,2,2776.0,2406.0455975997625,369.95440240023754
O-1166,2025-09-06,C-19,Sneha,Female,Mumbai,Books,Smartwatch,4,1436,0,COD,Amazon,6,No,5,5744.0,3479.3476396303254,2264.6523603696746
O-1167,2025-08-20,C-257,Ananya,Male,Mumbai,Beauty,Smartwatch,5,2827,20,Net Banking,Instagram,3,No,1,11308.0,9317.766554241807,1990.2334457581928
O-1168,2024-05-23,C-221,Arun,Male,Hyderabad,Books,Novel,2,4428,5,Credit Card,Website,4,Yes,5,8413.199999999999,7024.310457788472,1388.8895422115265
O-1169,2025-09-20,C-269,Arun,Female,Chennai,Books,Shoes,1,3707,15,Net Banking,Flipkart,7,No,1,3150.95,2570.0336382077508,580.9163617922491
O-1170,2024-05-24,C-73,Deepa,Male,Kolkata,Electronics,Smartwatch,3,648,0,Credit Card,Amazon,3,Yes,3,1944.0,1471.9500565378494,472.0499434621506
O-1171,2024-06-04,C-77,Arun,Female,Mumbai,Books,Shoes,1,1889,20,UPI,Mobile App,2,No,1,1511.2,1233.0575336305499,278.1424663694502
O-1172,2025-04-13,C-112,Kumar,Female,Hyderabad,Electronics,Monitor,3,2041,5,UPI,Instagram,6,Yes,2,5816.849999999999,3515.9813691887393,2300.86863081126
O-1173,2025-06-05,C-239,Ananya,Male,Bangalore,Fashion,Smartwatch,1,4174,0,Net Banking,Website,4,Yes,1,4174.0,2854.4182503830257,1319.5817496169743
O-1174,2024-05-22,C-136,Rahul,Female,Hyderabad,Fashion,Mixer,5,741,5,Debit Card,Website,4,No,2,3519.75,2198.339552706944,1321.4104472930562
O-1175,2024-07-06,C-272,Vikram,Female,Mumbai,Home,Lipstick,4,3810,0,COD,Amazon,2,No,5,15240.0,10640.673272496699,4599.326727503301
O-1176,2025-06-16,C-33,Rahul,Female,Hyderabad,Beauty,Tennis Racket,2,1997,20,Credit Card,Mobile App,5,Yes,4,3195.2000000000003,2287.861518967949,907.3384810320513
O-1177,2024-09-13,C-203,Keerthi,Male,Hyderabad,Beauty,T-shirt,4,2709,20,Credit Card,Mobile App,5,Yes,1,8668.800000000001,6265.143064074136,2403.6569359258647
O-1178,2024-05-10,C-12,Kumar,Female,Kolkata,Electronics,Shoes,5,4077,10,Debit Card,Mobile App,5,Yes,3,18346.5,15851.821408436248,2494.678591563752
O-1179,2024-09-30,C-69,Sneha,Female,Hyderabad,Fashion,Tennis Racket,4,2051,10,UPI,Flipkart,1,Yes,4,7383.6,6062.264564596294,1321.3354354037065
O-1180,2024-05-14,C-55,Vikram,Male,Chennai,Sports,Earbuds,4,4206,10,COD,Amazon,4,No,3,15141.6,11453.909126973802,3687.6908730261985
O-1181,2024-12-11,C-22,Priya,Male,Hyderabad,Sports,Lipstick,1,4561,0,Net Banking,Instagram,7,No,4,4561.0,3193.0234884094334,1367.9765115905666
O-1182,2024-09-30,C-111,Ravi,Male,Mumbai,Electronics,Novel,1,2432,15,Debit Card,Mobile App,7,No,5,2067.2,1473.032338783167,594.1676612168328
O-1183,2025-06-20,C-253,Kumar,Female,Hyderabad,Fashion,Monitor,1,885,5,COD,Flipkart,4,Yes,4,840.75,520.8115349157221,319.93846508427794
O-1184,2024-07-26,C-241,Ananya,Female,Delhi,Fashion,Tennis Racket,3,318,15,Debit Card,Mobile App,4,Yes,5,810.9,588.705627779537,222.19437222046292
O-1185,2025-07-09,C-201,Arun,Male,Chennai,Fashion,T-shirt,3,273,15,Net Banking,Flipkart,1,Yes,3,696.15,572.0704111077749,124.07958889222505
O-1186,2024-07-30,C-189,Keerthi,Male,Delhi,Fashion,T-shirt,2,4092,10,UPI,Website,4,Yes,3,7365.6,5286.704791071309,2078.8952089286913
O-1187,2025-01-14,C-169,Ananya,Female,Delhi,Sports,T-shirt,2,4348,5,Credit Card,Flipkart,7,Yes,5,8261.199999999999,6599.869190245204,1661.3308097547952
O-1188,2024-06-29,C-43,Rahul,Female,Kolkata,Home,Novel,3,2656,5,UPI,Website,4,No,3,7569.599999999999,5866.252937475045,1703.3470625249547
O-1189,2025-03-25,C-207,Ravi,Male,Chennai,Beauty,Smartwatch,1,4512,20,COD,Mobile App,2,Yes,5,3609.6000000000004,2443.9695801453713,1165.630419854629
O-1190,2024-10-04,C-42,Ravi,Female,Hyderabad,Electronics,Monitor,4,2023,20,Debit Card,Flipkart,5,No,5,6473.6,4591.988811385252,1881.6111886147482
O-1191,2025-03-25,C-44,Keerthi,Female,Mumbai,Electronics,Smartwatch,5,3235,0,Credit Card,Flipkart,2,No,4,16175.0,12387.5327175289,3787.4672824710997
O-1192,2025-07-29,C-28,Ananya,Male,Mumbai,Books,Shoes,4,4386,10,Debit Card,Amazon,3,No,3,15789.6,9655.013351146034,6134.586648853967
O-1193,2025-01-06,C-110,Kumar,Male,Delhi,Beauty,Monitor,1,1509,5,Credit Card,Instagram,3,No,2,1433.55,1188.0884253056886,245.46157469431137
O-1194,2024-04-13,C-101,Ananya,Female,Bangalore,Fashion,Novel,3,281,5,Credit Card,Mobile App,7,Yes,1,800.8499999999999,622.6414976326615,178.20850236733838
O-1195,2025-09-26,C-233,Rahul,Female,Chennai,Sports,Mixer,1,4692,20,Debit Card,Instagram,1,No,4,3753.6000000000004,3031.215620188746,722.3843798112543
O-1196,2024-08-05,C-133,Keerthi,Male,Mumbai,Fashion,T-shirt,1,2044,20,UPI,Flipkart,5,No,4,1635.2,1372.69739755969,262.50260244031006
O-1197,2024-04-01,C-190,Arun,Male,Kolkata,Fashion,Bag,4,3060,10,Debit Card,Website,5,No,1,11016.0,8923.236804922606,2092.763195077394
O-1198,2024-10-13,C-147,Vikram,Male,Delhi,Sports,Bag,4,4544,0,Debit Card,Instagram,3,No,2,18176.0,15985.295684827232,2190.7043151727685
O-1199,2025-05-17,C-109,Kumar,Male,Chennai,Sports,T-shirt,4,571,5,UPI,Flipkart,7,No,2,2169.7999999999997,1479.7824800308206,690.0175199691791
O-1200,2025-01-27,C-234,Sneha,Female,Chennai,Electronics,Tennis Racket,2,3682,0,Debit Card,Mobile App,3,Yes,4,7364.0,6535.926762629825,828.0732373701749
O-1201,2024-05-19,C-20,Vikram,Female,Mumbai,Home,Bag,4,1304,0,Debit Card,Flipkart,2,No,3,5216.0,4526.11540371096,689.88459628904
O-1202,2024-11-23,C-289,Priya,Female,Mumbai,Books,Monitor,1,2030,5,Net Banking,Website,1,No,3,1928.5,1697.3566308331017,231.1433691668983
O-1203,2025-08-06,C-187,Ananya,Male,Bangalore,Sports,T-shirt,1,3273,15,Debit Card,Amazon,2,Yes,2,2782.0499999999997,2002.6418425331324,779.4081574668674
O-1204,2025-06-21,C-219,Ananya,Female,Bangalore,Fashion,Shoes,5,3985,15,Credit Card,Website,5,No,5,16936.25,13283.795427414349,3652.4545725856515
O-1205,2024-05-07,C-142,Vikram,Female,Hyderabad,Beauty,Mixer,2,604,10,COD,Mobile App,4,Yes,3,1087.2,865.6609730970113,221.53902690298878
O-1206,2024-11-11,C-253,Deepa,Male,Chennai,Home,Lipstick,3,1979,10,Credit Card,Website,5,Yes,1,5343.3,3869.7272142498696,1473.5727857501306
O-1207,2024-12-29,C-70,Ananya,Female,Mumbai,Beauty,Smartwatch,4,4612,5,Credit Card,Mobile App,2,Yes,1,17525.6,15308.453568424473,2217.1464315755256
O-1208,2025-07-12,C-177,Keerthi,Female,Kolkata,Books,T-shirt,5,1174,10,Net Banking,Website,7,Yes,3,5283.0,3882.508555435445,1400.491444564555
O-1209,2025-06-06,C-162,Ananya,Male,Mumbai,Electronics,Smartwatch,4,3393,5,Debit Card,Website,3,No,2,12893.4,11529.77914962987,1363.6208503701291
O-1210,2025-02-12,C-291,Deepa,Male,Kolkata,Books,Tennis Racket,2,835,10,Net Banking,Amazon,1,No,1,1503.0,982.7445668135459,520.2554331864541
O-1211,2024-10-31,C-47,Vikram,Male,Kolkata,Beauty,Tennis Racket,2,489,20,Debit Card,Flipkart,6,No,5,782.4000000000001,561.7841369676357,220.61586303236436
O-1212,2024-03-21,C-194,Ravi,Female,Delhi,Home,Bag,5,3430,10,Net Banking,Flipkart,4,No,1,15435.0,13384.84164852267,2050.15835147733
O-1213,2025-03-13,C-115,Arun,Female,Delhi,Fashion,Mixer,2,719,0,Net Banking,Mobile App,7,No,2,1438.0,1202.0594846884464,235.94051531155355
O-1214,2024-01-13,C-220,Sneha,Male,Bangalore,Electronics,Lipstick,5,1196,0,Debit Card,Flipkart,5,Yes,5,5980.0,5190.766799385091,789.233200614909
O-1215,2025-03-14,C-88,Priya,Male,Mumbai,Books,Earbuds,3,3114,20,Credit Card,Flipkart,1,Yes,4,7473.6,5404.502750377589,2069.0972496224113
O-1216,2025-02-25,C-44,Priya,Male,Hyderabad,Home,Bag,4,1899,5,Credit Card,Website,3,Yes,2,7216.2,4917.549929682998,2298.6500703170022
O-1217,2024-05-13,C-199,Vikram,Male,Bangalore,Books,Tennis Racket,4,4490,10,Net Banking,Amazon,2,No,1,16164.0,12553.477181845888,3610.5228181541115
O-1218,2024-11-08,C-96,Keerthi,Male,Chennai,Electronics,T-shirt,1,3315,15,COD,Amazon,1,Yes,4,2817.75,1787.9168734983946,1029.8331265016054
O-1219,2024-07-23,C-3,Ravi,Female,Kolkata,Fashion,T-shirt,4,992,5,UPI,Website,5,No,4,3769.6,3066.859633273283,702.7403667267167
O-1220,2024-12-12,C-207,Ravi,Female,Chennai,Home,Monitor,5,1605,15,UPI,Flipkart,7,Yes,3,6821.25,4784.210379755982,2037.039620244018
O-1221,2024-07-25,C-174,Deepa,Male,Mumbai,Books,Lipstick,1,2591,15,Net Banking,Flipkart,1,Yes,4,2202.35,1655.1058105651732,547.2441894348267
O-1222,2024-01-11,C-126,Rahul,Male,Chennai,Books,Mixer,2,1349,5,UPI,Flipkart,5,Yes,1,2563.1,1667.6448073531108,895.4551926468891
O-1223,2024-11-03,C-121,Priya,Female,Kolkata,Beauty,Lipstick,1,3961,20,UPI,Flipkart,5,Yes,5,3168.8,2357.869383819132,810.9306161808681
O-1224,2024-02-04,C-43,Arun,Male,Hyderabad,Fashion,Shoes,1,442,15,Net Banking,Instagram,7,No,3,375.7,226.96757341437146,148.73242658562853
O-1225,2024-10-22,C-225,Ananya,Male,Mumbai,Beauty,Earbuds,5,2673,20,Net Banking,Instagram,6,No,2,10692.0,6755.723219892593,3936.276780107407
O-1226,2025-04-08,C-193,Arun,Female,Chennai,Fashion,Bag,1,818,15,Debit Card,Instagram,6,No,5,695.3,468.8900323784544,226.40996762154555
O-1227,2025-06-28,C-1,Rahul,Female,Mumbai,Beauty,Mixer,5,249,10,Debit Card,Instagram,4,Yes,3,1120.5,875.1973628070037,245.30263719299626
O-1228,2025-06-22,C-190,Deepa,Female,Hyderabad,Books,Monitor,3,3110,10,Net Banking,Instagram,4,No,2,8397.0,6849.95462687902,1547.04537312098
O-1229,2025-06-09,C-240,Sneha,Female,Kolkata,Beauty,Tennis Racket,1,4907,10,Net Banking,Mobile App,2,No,4,4416.3,3190.9189452587484,1225.3810547412518
O-1230,2025-09-25,C-79,Ananya,Male,Bangalore,Fashion,Monitor,1,4599,0,Credit Card,Instagram,6,No,3,4599.0,3149.6018764214587,1449.3981235785413
O-1231,2024-06-24,C-168,Arun,Female,Hyderabad,Books,Earbuds,3,3732,10,COD,Amazon,6,Yes,4,10076.4,7791.894259458919,2284.5057405410807
O-1232,2024-10-20,C-89,Deepa,Male,Kolkata,Electronics,Novel,4,2047,10,COD,Amazon,7,Yes,1,7369.2,6588.885901269963,780.3140987300367
O-1233,2024-07-25,C-195,Priya,Female,Kolkata,Electronics,Earbuds,2,2476,15,Debit Card,Instagram,6,Yes,4,4209.2,2536.8378865877194,1672.3621134122805
O-1234,2025-01-12,C-76,Ravi,Male,Bangalore,Electronics,Tennis Racket,1,2965,15,Credit Card,Flipkart,5,Yes,2,2520.25,2137.5573558149376,382.69264418506236
O-1235,2024-08-08,C-81,Keerthi,Female,Chennai,Books,T-shirt,5,3652,15,COD,Website,5,No,4,15521.0,9336.130752464496,6184.869247535504
O-1236,2024-06-01,C-86,Deepa,Male,Kolkata,Home,Mixer,5,732,5,COD,Website,4,No,4,3477.0,2266.525375837734,1210.474624162266
O-1237,2024-12-17,C-187,Priya,Male,Delhi,Electronics,Monitor,5,2062,0,Credit Card,Instagram,5,Yes,3,10310.0,7771.917998091011,2538.082001908989
O-1238,2025-04-22,C-215,Rahul,Female,Chennai,Sports,Bag,4,4592,10,COD,Website,5,Yes,3,16531.2,10682.879938862634,5848.320061137367
O-1239,2024-07-03,C-75,Rahul,Male,Mumbai,Home,Smartwatch,5,4051,0,Net Banking,Website,3,No,2,20255.0,14716.846040316601,5538.153959683399
O-1240,2025-01-04,C-34,Ravi,Female,Kolkata,Beauty,Lipstick,4,1752,20,Debit Card,Website,4,Yes,1,5606.400000000001,3613.8127024110513,1992.5872975889492
O-1241,2024-02-06,C-71,Priya,Female,Bangalore,Electronics,T-shirt,1,1410,20,COD,Flipkart,7,No,1,1128.0,926.2165253232721,201.7834746767279
O-1242,2025-02-14,C-268,Rahul,Female,Mumbai,Books,Monitor,4,1396,20,UPI,Amazon,6,No,4,4467.2,2796.3723127405015,1670.8276872594984
O-1243,2024-03-13,C-145,Keerthi,Male,Mumbai,Books,Tennis Racket,5,4997,10,Credit Card,Flipkart,4,Yes,4,22486.5,20054.37855338535,2432.1214466146484
O-1244,2025-01-12,C-96,Priya,Female,Chennai,Electronics,Monitor,1,2832,15,Credit Card,Instagram,2,Yes,5,2407.2,1469.0049750997384,938.1950249002614
O-1245,2024-04-08,C-226,Kumar,Female,Bangalore,Beauty,Tennis Racket,2,3587,15,UPI,Flipkart,3,No,5,6097.9,4382.015562219995,1715.8844377800042
O-1246,2025-02-17,C-60,Sneha,Male,Kolkata,Books,Lipstick,3,4414,20,Net Banking,Amazon,1,No,2,10593.6,8541.893198084454,2051.7068019155467
O-1247,2024-08-04,C-224,Arun,Female,Mumbai,Home,Mixer,1,3927,0,COD,Amazon,7,Yes,5,3927.0,3215.116761951791,711.883238048209
O-1248,2024-03-05,C-57,Vikram,Male,Bangalore,Fashion,Earbuds,3,3820,15,COD,Amazon,6,Yes,1,9741.0,6773.196219606813,2967.8037803931866
O-1249,2024-10-08,C-159,Rahul,Male,Kolkata,Beauty,Lipstick,3,200,20,UPI,Instagram,5,No,4,480.0,406.0359510555087,73.96404894449131
O-1250,2025-07-04,C-31,Rahul,Female,Bangalore,Beauty,T-shirt,4,4694,10,Credit Card,Mobile App,7,No,3,16898.4,13462.924037278943,3435.4759627210587
O-1251,2025-07-28,C-171,Sneha,Female,Kolkata,Electronics,Lipstick,1,971,10,Net Banking,Instagram,3,No,4,873.9,637.1882646583391,236.71173534166087
O-1252,2024-01-30,C-59,Ravi,Female,Hyderabad,Beauty,Monitor,3,2030,20,Net Banking,Website,2,Yes,1,4872.0,3440.337099270568,1431.6629007294318
O-1253,2024-10-12,C-235,Sneha,Male,Mumbai,Electronics,Smartwatch,3,2013,0,Credit Card,Flipkart,7,No,5,6039.0,5233.69889567504,805.3011043249599
O-1254,2024-09-18,C-201,Keerthi,Male,Mumbai,Books,Monitor,1,1687,15,Credit Card,Website,2,Yes,3,1433.95,1100.620432958015,333.329567041985
O-1255,2025-06-05,C-198,Keerthi,Female,Bangalore,Books,Tennis Racket,3,4352,0,COD,Instagram,4,Yes,3,13056.0,9943.189167958024,3112.810832041976
O-1256,2024-12-25,C-74,Priya,Female,Bangalore,Home,Lipstick,5,1376,20,Debit Card,Website,2,Yes,5,5504.0,4418.564594190075,1085.4354058099252
O-1257,2024-10-03,C-7,Ravi,Female,Kolkata,Sports,Mixer,4,781,20,Credit Card,Website,5,Yes,2,2499.2000000000003,1787.3794334557015,711.8205665442988
O-1258,2024-02-03,C-54,Arun,Male,Hyderabad,Sports,Lipstick,3,4312,0,COD,Website,5,Yes,1,12936.0,9892.881440205356,3043.118559794644
O-1259,2025-02-28,C-74,Priya,Female,Delhi,Electronics,Earbuds,4,2261,10,Net Banking,Website,1,No,1,8139.6,7071.243974954819,1068.356025045181
O-1260,2025-04-16,C-229,Rahul,Female,Kolkata,Electronics,Novel,4,1073,20,Debit Card,Amazon,5,Yes,4,3433.6000000000004,2075.1271780406532,1358.4728219593471
O-1261,2025-05-30,C-258,Keerthi,Male,Mumbai,Books,Mixer,4,4117,5,Credit Card,Instagram,3,No,3,15644.599999999999,11011.304581708466,4633.295418291533
O-1262,2024-08-21,C-36,Vikram,Male,Hyderabad,Electronics,Tennis Racket,4,4340,10,Net Banking,Website,7,Yes,4,15624.0,12913.639654957175,2710.3603450428254
O-1263,2025-08-26,C-230,Deepa,Male,Mumbai,Beauty,Bag,2,2482,5,UPI,Instagram,5,No,4,4715.8,3467.179662628357,1248.620337371643
O-1264,2025-03-13,C-53,Deepa,Male,Mumbai,Electronics,Smartwatch,2,1591,10,Debit Card,Instagram,3,Yes,4,2863.8,2441.8343524707575,421.9656475292427
O-1265,2024-03-30,C-162,Ananya,Female,Bangalore,Sports,Smartwatch,4,2780,10,UPI,Mobile App,6,No,1,10008.0,8998.665219234892,1009.334780765108
O-1266,2025-07-31,C-231,Priya,Female,Kolkata,Fashion,Tennis Racket,5,978,0,Debit Card,Mobile App,6,Yes,3,4890.0,4016.3018205534163,873.6981794465837
O-1267,2025-06-07,C-66,Kumar,Male,Chennai,Sports,Novel,5,518,5,UPI,Mobile App,4,Yes,5,2460.5,1940.839152001025,519.660847998975
O-1268,2024-10-07,C-178,Rahul,Male,Delhi,Home,Shoes,2,1826,0,Net Banking,Website,7,Yes,1,3652.0,2314.0890008185734,1337.9109991814266
O-1269,2024-08-12,C-71,Deepa,Female,Hyderabad,Books,Bag,4,907,10,UPI,Mobile App,5,Yes,4,3265.2000000000003,2675.1297319525265,590.0702680474737
O-1270,2025-05-02,C-23,Arun,Female,Kolkata,Beauty,Monitor,1,2076,10,Debit Card,Flipkart,5,Yes,1,1868.4,1527.859487218293,340.5405127817071
O-1271,2025-02-13,C-25,Sneha,Female,Hyderabad,Fashion,Novel,5,4137,0,Debit Card,Instagram,1,No,2,20685.0,15947.449449839045,4737.550550160955
O-1272,2025-04-21,C-251,Deepa,Male,Hyderabad,Beauty,Smartwatch,1,1360,15,COD,Flipkart,5,No,1,1156.0,860.4952967533122,295.50470324668777
O-1273,2024-11-20,C-221,Ravi,Male,Kolkata,Beauty,Monitor,5,2545,0,UPI,Amazon,5,Yes,4,12725.0,10579.424394469212,2145.5756055307884
O-1274,2025-02-20,C-65,Deepa,Female,Mumbai,Fashion,Earbuds,3,2523,15,Credit Card,Mobile App,5,No,4,6433.65,4100.531561397668,2333.1184386023315
O-1275,2024-01-12,C-84,Rahul,Female,Hyderabad,Home,Smartwatch,2,1627,20,Debit Card,Flipkart,5,No,3,2603.2000000000003,1810.8582719611434,792.3417280388569
O-1276,2025-06-06,C-15,Kumar,Female,Bangalore,Books,Novel,2,2094,0,UPI,Flipkart,6,Yes,1,4188.0,3768.103396080155,419.8966039198449
O-1277,2025-07-14,C-211,Deepa,Male,Mumbai,Fashion,Mixer,3,499,10,Credit Card,Instagram,7,Yes,4,1347.3,886.435545375231,460.864454624769
O-1278,2025-02-15,C-259,Priya,Male,Hyderabad,Books,Tennis Racket,3,1385,15,Credit Card,Website,2,No,3,3531.75,2611.113188161841,920.6368118381588
O-1279,2025-05-26,C-257,Kumar,Male,Chennai,Beauty,Smartwatch,5,2320,20,Credit Card,Mobile App,7,No,2,9280.0,6988.8182034828305,2291.1817965171695
O-1280,2025-07-20,C-298,Ananya,Female,Delhi,Fashion,Smartwatch,4,3020,10,UPI,Flipkart,6,Yes,2,10872.0,8308.971917786761,2563.028082213239
O-1281,2024-09-19,C-131,Deepa,Male,Kolkata,Home,Earbuds,5,2026,20,Net Banking,Website,7,Yes,4,8104.0,7134.1392052400215,969.8607947599785
O-1282,2025-02-21,C-18,Kumar,Male,Bangalore,Books,T-shirt,5,574,10,UPI,Instagram,3,No,2,2583.0,1697.4066049936139,885.5933950063861
O-1283,2025-07-05,C-261,Vikram,Male,Kolkata,Fashion,Novel,5,790,20,COD,Instagram,6,Yes,4,3160.0,2046.043759809706,1113.956240190294
O-1284,2024-07-20,C-27,Arun,Male,Mumbai,Electronics,Smartwatch,4,4206,10,UPI,Instagram,5,No,1,15141.6,11106.756611962683,4034.8433880373177
O-1285,2024-10-17,C-168,Keerthi,Female,Hyderabad,Books,Mixer,2,3693,5,Net Banking,Instagram,4,Yes,5,7016.7,6098.331274677901,918.3687253220987
O-1286,2025-08-21,C-135,Ananya,Female,Delhi,Home,T-shirt,4,1866,20,Debit Card,Instagram,6,Yes,2,5971.200000000001,4388.934439879633,1582.2655601203678
O-1287,2024-11-26,C-71,Arun,Male,Kolkata,Beauty,T-shirt,2,233,5,Debit Card,Website,3,Yes,3,442.7,386.7362005055551,55.96379949444491
O-1288,2024-12-18,C-18,Keerthi,Female,Chennai,Electronics,T-shirt,4,4677,10,Net Banking,Instagram,3,Yes,2,16837.2,11964.623756375559,4872.576243624442
O-1289,2025-02-05,C-32,Vikram,Female,Kolkata,Beauty,Lipstick,3,2352,5,UPI,Instagram,6,No,5,6703.2,4131.912332274254,2571.2876677257455
O-1290,2024-05-04,C-2,Rahul,Female,Bangalore,Books,Shoes,5,694,20,Net Banking,Instagram,7,No,2,2776.0,1981.883845736261,794.116154263739
O-1291,2024-05-09,C-280,Ravi,Female,Bangalore,Beauty,Novel,3,1324,15,UPI,Website,2,No,5,3376.2,2343.9524420989883,1032.2475579010115
O-1292,2025-08-14,C-221,Ravi,Female,Hyderabad,Beauty,Lipstick,4,957,10,Debit Card,Mobile App,7,Yes,3,3445.2000000000003,2248.4157813648603,1196.78421863514
O-1293,2024-08-14,C-11,Rahul,Male,Delhi,Beauty,Bag,3,3628,20,UPI,Flipkart,2,No,3,8707.2,5703.540650904467,3003.659349095534
O-1294,2024-01-17,C-180,Arun,Male,Bangalore,Home,Earbuds,2,2356,15,Credit Card,Flipkart,7,Yes,4,4005.2,3277.783256343167,727.4167436568328
O-1295,2024-06-18,C-267,Vikram,Male,Kolkata,Sports,T-shirt,5,2601,10,COD,Flipkart,1,Yes,3,11704.5,7077.664596844469,4626.835403155531
O-1296,2025-03-20,C-241,Ananya,Male,Mumbai,Books,Lipstick,2,3372,20,COD,Mobile App,6,Yes,1,5395.200000000001,4333.431394666688,1061.7686053333127
O-1297,2025-05-10,C-258,Kumar,Male,Bangalore,Home,Smartwatch,1,4268,5,Debit Card,Flipkart,5,Yes,5,4054.6,2723.50903658656,1331.09096341344
O-1298,2024-07-28,C-7,Kumar,Male,Mumbai,Home,Bag,2,300,0,Net Banking,Amazon,3,Yes,5,600.0,493.73309715895437,106.26690284104563
O-1299,2025-05-29,C-213,Keerthi,Male,Chennai,Sports,Mixer,2,4640,20,COD,Amazon,6,Yes,4,7424.0,6460.775379068124,963.2246209318764
O-1300,2024-01-12,C-146,Ananya,Male,Hyderabad,Books,Monitor,2,4615,0,COD,Mobile App,2,Yes,2,9230.0,6383.326837218196,2846.6731627818044
O-1301,2024-10-05,C-103,Deepa,Female,Kolkata,Fashion,Lipstick,1,4277,20,Net Banking,Amazon,5,No,5,3421.6000000000004,2336.5954679174624,1085.004532082538
O-1302,2025-06-22,C-8,Deepa,Female,Bangalore,Sports,Smartwatch,1,1394,10,Credit Card,Amazon,7,No,1,1254.6000000000001,1025.3128282847817,229.2871717152184
O-1303,2025-01-27,C-40,Ravi,Male,Kolkata,Books,T-shirt,1,204,10,Credit Card,Flipkart,4,Yes,5,183.6,117.62723026730839,65.9727697326916
O-1304,2024-03-04,C-183,Sneha,Female,Mumbai,Beauty,Bag,3,2001,10,UPI,Amazon,2,No,3,5402.7,3597.312010904484,1805.3879890955159
O-1305,2024-12-02,C-228,Ananya,Male,Bangalore,Home,Earbuds,5,2337,20,Debit Card,Instagram,5,No,1,9348.0,7703.706246061286,1644.293753938714
O-1306,2025-02-08,C-182,Deepa,Male,Hyderabad,Home,Bag,5,3438,5,COD,Mobile App,3,No,5,16330.5,13546.113889268976,2784.386110731024
O-1307,2025-09-02,C-54,Keerthi,Male,Bangalore,Home,Earbuds,4,1037,10,COD,Amazon,4,No,3,3733.2000000000003,2618.831233088004,1114.3687669119963
O-1308,2024-03-16,C-36,Ananya,Female,Chennai,Electronics,Monitor,5,4678,10,Net Banking,Flipkart,7,No,5,21051.0,16108.021968240708,4942.978031759292
O-1309,2025-06-09,C-234,Vikram,Female,Chennai,Electronics,T-shirt,1,1007,15,UPI,Website,2,No,3,855.9499999999999,741.4660261831475,114.48397381685243
O-1310,2025-03-09,C-2,Vikram,Male,Delhi,Fashion,Shoes,2,3683,15,Net Banking,Instagram,4,No,1,6261.099999999999,5528.406752856048,732.6932471439513
O-1311,2024-02-16,C-80,Ananya,Male,Delhi,Electronics,Novel,1,3198,5,Credit Card,Amazon,5,Yes,2,3038.1,2309.8202460732277,728.2797539267722
O-1312,2024-04-13,C-15,Arun,Male,Delhi,Fashion,Earbuds,4,1201,20,Debit Card,Instagram,1,Yes,2,3843.2000000000003,2438.9028164573706,1404.2971835426297
O-1313,2024-11-25,C-21,Deepa,Male,Delhi,Beauty,T-shirt,3,3538,10,COD,Instagram,2,No,1,9552.6,5779.881639652679,3772.7183603473213
O-1314,2024-02-09,C-20,Keerthi,Male,Hyderabad,Sports,Bag,2,2675,0,Credit Card,Website,7,No,3,5350.0,3397.186241152106,1952.813758847894
O-1315,2025-03-23,C-292,Kumar,Male,Delhi,Books,T-shirt,4,4334,10,UPI,Website,2,Yes,5,15602.4,13425.013368976892,2177.386631023108
O-1316,2024-05-05,C-117,Deepa,Male,Mumbai,Books,Earbuds,4,2026,10,UPI,Mobile App,1,Yes,1,7293.6,4414.410630848112,2879.189369151888
O-1317,2024-11-16,C-246,Kumar,Female,Bangalore,Home,Monitor,3,2125,10,Net Banking,Amazon,4,No,5,5737.5,4969.915083565513,767.5849164344872
O-1318,2024-09-30,C-149,Ravi,Female,Delhi,Books,Smartwatch,3,587,15,Debit Card,Website,4,No,2,1496.85,1293.4491066000971,203.40089339990277
O-1319,2025-03-24,C-299,Kumar,Female,Mumbai,Home,Monitor,4,3654,15,Credit Card,Mobile App,4,No,1,12423.6,9528.84814634581,2894.75185365419
O-1320,2024-12-25,C-71,Ravi,Male,Chennai,Books,Tennis Racket,5,992,5,Debit Card,Mobile App,2,No,1,4712.0,3465.839758786739,1246.160241213261
O-1321,2025-07-31,C-124,Deepa,Female,Chennai,Electronics,Tennis Racket,3,425,15,COD,Mobile App,7,Yes,5,1083.75,788.986397565153,294.76360243484703
O-1322,2024-03-08,C-58,Arun,Female,Kolkata,Sports,T-shirt,3,1990,0,Debit Card,Mobile App,7,No,2,5970.0,5169.890450562493,800.1095494375068
